developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
P2012/0256/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00525962.pdf,,2020-06-17,local-authority-eng:ISL,P2012/0256/FUL,2019-11-07,/developer-agreement/local-authority-eng/ISL/P2012-0256-FUL-da
P2015/1958/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/1958/FUL,2020-03-23,/developer-agreement/local-authority-eng/ISL/P2015-1958-FUL-da
P2015/3050/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00533398.pdf,,2020-06-17,local-authority-eng:ISL,P2015/3050/FUL,2020-01-17,/developer-agreement/local-authority-eng/ISL/P2015-3050-FUL-da
P2015/3543/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/3543/FUL,2019-03-06,/developer-agreement/local-authority-eng/ISL/P2015-3543-FUL-da
P2015/3989/FUL-da,section-278,http://planning.islington.gov.uk/NorthgatePublicDocs/00531286.pdf,,2020-06-17,local-authority-eng:ISL,P2015/3989/FUL,2019-12-23,/developer-agreement/local-authority-eng/ISL/P2015-3989-FUL-da
P2015/4162/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/4162/FUL,2019-09-02,/developer-agreement/local-authority-eng/ISL/P2015-4162-FUL-da
P2015/4722/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00524927.pdf,,2020-06-17,local-authority-eng:ISL,P2015/4722/FUL,2019-10-29,/developer-agreement/local-authority-eng/ISL/P2015-4722-FUL-da
P2015/5260/FUL-da,section-278,http://planning.islington.gov.uk/NorthgatePublicDocs/00522500.pdf,,2020-06-17,local-authority-eng:ISL,P2015/5260/FUL,2019-10-02,/developer-agreement/local-authority-eng/ISL/P2015-5260-FUL-da
P2015/5283/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/5283/FUL,2019-09-13,/developer-agreement/local-authority-eng/ISL/P2015-5283-FUL-da
P2016/0455/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/0455/FUL,2019-04-10,/developer-agreement/local-authority-eng/ISL/P2016-0455-FUL-da
P2016/0691/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/0691/FUL,2016-09-05,/developer-agreement/local-authority-eng/ISL/P2016-0691-FUL-da
P2016/1999/FUL-da,section-278,http://planning.islington.gov.uk/NorthgatePublicDocs/00539047.pdf,,2020-06-17,local-authority-eng:ISL,P2016/1999/FUL,2020-03-17,/developer-agreement/local-authority-eng/ISL/P2016-1999-FUL-da
P2016/2350/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/2350/FUL,2019-07-29,/developer-agreement/local-authority-eng/ISL/P2016-2350-FUL-da
P2016/2646/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/2646/FUL,2019-06-14,/developer-agreement/local-authority-eng/ISL/P2016-2646-FUL-da
P2016/2994/S73-da,section-278,http://planning.islington.gov.uk/NorthgatePublicDocs/00523369.pdf,,2020-06-17,local-authority-eng:ISL,P2016/2994/S73,2019-09-30,/developer-agreement/local-authority-eng/ISL/P2016-2994-S73-da
P2016/3191/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/3191/FUL,2019-08-19,/developer-agreement/local-authority-eng/ISL/P2016-3191-FUL-da
P2016/3207/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/3207/FUL,2019-02-01,/developer-agreement/local-authority-eng/ISL/P2016-3207-FUL-da
P2016/4928/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/4928/FUL,2019-08-23,/developer-agreement/local-authority-eng/ISL/P2016-4928-FUL-da
P2017/0297/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/0297/FUL,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2017-0297-FUL-da
P2017/0556/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/0556/FUL,2019-11-01,/developer-agreement/local-authority-eng/ISL/P2017-0556-FUL-da
P2017/0724/S73-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/0724/S73,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2017-0724-S73-da
P2017/1584/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/1584/FUL,2019-04-29,/developer-agreement/local-authority-eng/ISL/P2017-1584-FUL-da
P2017/1889/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/1889/FUL,2019-11-15,/developer-agreement/local-authority-eng/ISL/P2017-1889-FUL-da
P2017/2243/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00526375.pdf,,2020-06-17,local-authority-eng:ISL,P2017/2243/FUL,2019-11-13,/developer-agreement/local-authority-eng/ISL/P2017-2243-FUL-da
P2017/2787/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/2787/FUL,2020-01-20,/developer-agreement/local-authority-eng/ISL/P2017-2787-FUL-da
P2017/2961/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/2961/FUL,2020-01-20,/developer-agreement/local-authority-eng/ISL/P2017-2961-FUL-da
P2017/2992/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/2992/FUL,2019-04-08,/developer-agreement/local-authority-eng/ISL/P2017-2992-FUL-da
P2017/3103/FUL-da,community-infrastructure-levy,http://planning.islington.gov.uk/NorthgatePublicDocs/00511230.pdf,,2020-06-19,local-authority-eng:ISL,P2017/3103/FUL,2019-06-03,/developer-agreement/local-authority-eng/ISL/P2017-3103-FUL-da
P2017/3242/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00554927.pdf,,2020-06-17,local-authority-eng:ISL,P2017/3242/FUL,2020-02-19,/developer-agreement/local-authority-eng/ISL/P2017-3242-FUL-da
P2017/3429/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/3429/FUL,2019-03-12,/developer-agreement/local-authority-eng/ISL/P2017-3429-FUL-da
P2017/4339/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00511806.pdf,,2020-06-17,local-authority-eng:ISL,P2017/4339/FUL,2019-06-14,/developer-agreement/local-authority-eng/ISL/P2017-4339-FUL-da
P2018/0523/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/0523/FUL,2019-04-17,/developer-agreement/local-authority-eng/ISL/P2018-0523-FUL-da
P2018/0715/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00534039.pdf,,2020-06-17,local-authority-eng:ISL,P2018/0715/FUL,2020-01-27,/developer-agreement/local-authority-eng/ISL/P2018-0715-FUL-da
P2018/1322/S73-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/1322/S73,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2018-1322-S73-da
P2018/1452/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514674.pdf,,2020-06-17,local-authority-eng:ISL,P2018/1452/FUL,2019-06-14,/developer-agreement/local-authority-eng/ISL/P2018-1452-FUL-da
P2018/1578/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/1578/FUL,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2018-1578-FUL-da
P2018/1671/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/1671/FUL,2019-09-02,/developer-agreement/local-authority-eng/ISL/P2018-1671-FUL-da
P2018/1948/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00521692.pdf,,2020-06-17,local-authority-eng:ISL,P2018/1948/FUL,2019-09-19,/developer-agreement/local-authority-eng/ISL/P2018-1948-FUL-da
P2018/2073/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00503187.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2073/FUL,2019-04-01,/developer-agreement/local-authority-eng/ISL/P2018-2073-FUL-da
P2018/2269/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00505112.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2269/FUL,2019-04-17,/developer-agreement/local-authority-eng/ISL/P2018-2269-FUL-da
P2018/2329/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00532049.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2329/FUL,2020-01-05,/developer-agreement/local-authority-eng/ISL/P2018-2329-FUL-da
P2018/2463/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00526381.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2463/S73,2019-11-07,/developer-agreement/local-authority-eng/ISL/P2018-2463-S73-da
P2018/2520/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514648.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2520/FUL,2019-07-10,/developer-agreement/local-authority-eng/ISL/P2018-2520-FUL-da
P2018/2649/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00505973.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2649/FUL,2019-04-29,/developer-agreement/local-authority-eng/ISL/P2018-2649-FUL-da
P2018/2749/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514652.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2749/FUL,2019-07-18,/developer-agreement/local-authority-eng/ISL/P2018-2749-FUL-da
P2018/2931/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514653.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2931/FUL,2019-07-10,/developer-agreement/local-authority-eng/ISL/P2018-2931-FUL-da
P2018/2992/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00507892.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2992/FUL,2019-05-17,/developer-agreement/local-authority-eng/ISL/P2018-2992-FUL-da
P2018/3180/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00515104.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3180/FUL,2019-07-26,/developer-agreement/local-authority-eng/ISL/P2018-3180-FUL-da
P2018/3231/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00532021.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3231/FUL,2020-01-09,/developer-agreement/local-authority-eng/ISL/P2018-3231-FUL-da
P2018/3775/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00539135.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3775/FUL,2020-03-02,/developer-agreement/local-authority-eng/ISL/P2018-3775-FUL-da
P2018/3866/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00507636.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3866/FUL,2019-05-14,/developer-agreement/local-authority-eng/ISL/P2018-3866-FUL-da
P2018/3887/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/3887/FUL,2019-12-01,/developer-agreement/local-authority-eng/ISL/P2018-3887-FUL-da
P2018/3944/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00503121.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3944/FUL,2019-04-01,/developer-agreement/local-authority-eng/ISL/P2018-3944-FUL-da
P2018/4069/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00531195.pdf,,2020-06-17,local-authority-eng:ISL,P2018/4069/S73,2019-10-10,/developer-agreement/local-authority-eng/ISL/P2018-4069-S73-da
P2018/4161/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00511236.pdf,,2020-06-17,local-authority-eng:ISL,P2018/4161/FUL,2019-06-17,/developer-agreement/local-authority-eng/ISL/P2018-4161-FUL-da
P2018/4232/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/4232/FUL,2019-10-14,/developer-agreement/local-authority-eng/ISL/P2018-4232-FUL-da
P2018/4235/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/4235/FUL,2019-06-10,/developer-agreement/local-authority-eng/ISL/P2018-4235-FUL-da
P2018/4247/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00517144.pdf,,2020-06-17,local-authority-eng:ISL,P2018/4247/S73,2019-08-14,/developer-agreement/local-authority-eng/ISL/P2018-4247-S73-da
P2019/0026/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514053.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0026/FUL,2019-07-15,/developer-agreement/local-authority-eng/ISL/P2019-0026-FUL-da
P2019/0053/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00516338.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0053/FUL,2019-08-05,/developer-agreement/local-authority-eng/ISL/P2019-0053-FUL-da
P2019/0183/FUL-da,community-infrastructure-levy,http://planning.islington.gov.uk/NorthgatePublicDocs/00520264.pdf,,2020-06-19,local-authority-eng:ISL,P2019/0183/FUL,2019-09-26,/developer-agreement/local-authority-eng/ISL/P2019-0183-FUL-da
P2019/0244/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/0244/FUL,2019-11-18,/developer-agreement/local-authority-eng/ISL/P2019-0244-FUL-da
P2019/0401/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00523267.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0401/FUL,2019-10-14,/developer-agreement/local-authority-eng/ISL/P2019-0401-FUL-da
P2019/0406/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00523474.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0406/S73,2019-10-15,/developer-agreement/local-authority-eng/ISL/P2019-0406-S73-da
P2019/0442/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00524867.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0442/FUL,2019-10-28,/developer-agreement/local-authority-eng/ISL/P2019-0442-FUL-da
P2019/0477/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00520117.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0477/S73,2019-08-23,/developer-agreement/local-authority-eng/ISL/P2019-0477-S73-da
P2019/0525/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00507615.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0525/S73,2019-05-10,/developer-agreement/local-authority-eng/ISL/P2019-0525-S73-da
P2019/0549/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00539440.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0549/S73,2020-03-18,/developer-agreement/local-authority-eng/ISL/P2019-0549-S73-da
P2019/0551/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/0551/FUL,2019-10-28,/developer-agreement/local-authority-eng/ISL/P2019-0551-FUL-da
P2019/0655/PRA-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00512338.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0655/PRA,2019-06-27,/developer-agreement/local-authority-eng/ISL/P2019-0655-PRA-da
P2019/1124/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00524109.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1124/FUL,2019-10-21,/developer-agreement/local-authority-eng/ISL/P2019-1124-FUL-da
P2019/1476/DOV-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514671.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1476/DOV,2019-06-04,/developer-agreement/local-authority-eng/ISL/P2019-1476-DOV-da
P2019/1603/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/1603/FUL,2020-03-01,/developer-agreement/local-authority-eng/ISL/P2019-1603-FUL-da
P2019/1611/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00534037.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1611/FUL,2020-01-24,/developer-agreement/local-authority-eng/ISL/P2019-1611-FUL-da
P2019/1773/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00537596.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1773/FUL,2020-02-28,/developer-agreement/local-authority-eng/ISL/P2019-1773-FUL-da
P2019/1923/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00539111.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1923/FUL,2020-03-10,/developer-agreement/local-authority-eng/ISL/P2019-1923-FUL-da
P2019/2079/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00522341.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2079/S73,2019-10-02,/developer-agreement/local-authority-eng/ISL/P2019-2079-S73-da
P2019/2174/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00554926.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2174/S73,2019-09-05,/developer-agreement/local-authority-eng/ISL/P2019-2174-S73-da
P2019/2341/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00521738.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2341/S73,2019-09-25,/developer-agreement/local-authority-eng/ISL/P2019-2341-S73-da
P2019/2361/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00530009.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2361/S73,2019-12-10,/developer-agreement/local-authority-eng/ISL/P2019-2361-S73-da
P2019/2415/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00528102.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2415/FUL,2019-11-21,/developer-agreement/local-authority-eng/ISL/P2019-2415-FUL-da
P2019/2576/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00537828.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2576/FUL,2020-03-04,/developer-agreement/local-authority-eng/ISL/P2019-2576-FUL-da
P2019/2687/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00537913.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2687/S73,2020-03-04,/developer-agreement/local-authority-eng/ISL/P2019-2687-S73-da
P2019/2960/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00547056.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2960/FUL,2020-03-13,/developer-agreement/local-authority-eng/ISL/P2019-2960-FUL-da
P2019/2991/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00539569.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2991/S73,2020-03-20,/developer-agreement/local-authority-eng/ISL/P2019-2991-S73-da
14/00161/FULM-S106,S106,,,2020-12-01,local-authority-eng:NEA,14/00161/FULM,2019-11-29,/developer-agreement/local-authority-eng/NEA/14-00161-FULM-S106
14/00353/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,14/00353/FUL,2019-10-23,/developer-agreement/local-authority-eng/NEA/14-00353-FUL-ag
15/00429/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,15/00429/FUL,2019-11-29,/developer-agreement/local-authority-eng/NEA/15-00429-FUL-ag
15/00501/FULM-ag,CIL,,,2020-11-26,local-authority-eng:NEA,15/00501/FULM,2019-10-23,/developer-agreement/local-authority-eng/NEA/15-00501-FULM-ag
15/01295/FULM-ag,CIL,,,2020-11-26,local-authority-eng:NEA,15/01295/FULM,2019-05-17,/developer-agreement/local-authority-eng/NEA/15-01295-FULM-ag
17/00029/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,17/00029/FUL,2019-07-09,/developer-agreement/local-authority-eng/NEA/17-00029-FUL-ag
17/00959/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,17/00959/FUL,2019-12-03,/developer-agreement/local-authority-eng/NEA/17-00959-FUL-ag
17/01248/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,17/01248/FUL,2019-09-04,/developer-agreement/local-authority-eng/NEA/17-01248-FUL-ag
17/01846/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,17/01846/FUL,2019-05-22,/developer-agreement/local-authority-eng/NEA/17-01846-FUL-ag
17/02215/RMA-ag,CIL,,2019-05-31,2020-11-26,local-authority-eng:NEA,17/02215/RMA,2019-05-10,/developer-agreement/local-authority-eng/NEA/17-02215-RMA-ag
18/00123/FUL-ag,CIL,,2019-12-24,2020-11-26,local-authority-eng:NEA,18/00123/FUL,2019-11-29,/developer-agreement/local-authority-eng/NEA/18-00123-FUL-ag
18/00526/RMAM-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/00526/RMAM,2019-09-25,/developer-agreement/local-authority-eng/NEA/18-00526-RMAM-ag
18/00597/FULM-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/00597/FULM,2019-08-02,/developer-agreement/local-authority-eng/NEA/18-00597-FULM-ag
18/00953/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/00953/FUL,2019-10-16,/developer-agreement/local-authority-eng/NEA/18-00953-FUL-ag
18/01020/FULM-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/01020/FULM,2019-11-28,/developer-agreement/local-authority-eng/NEA/18-01020-FULM-ag
18/01241/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/01241/FUL,2020-02-28,/developer-agreement/local-authority-eng/NEA/18-01241-FUL-ag
18/01497/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/01497/FUL,2019-11-20,/developer-agreement/local-authority-eng/NEA/18-01497-FUL-ag
18/01898/OUTM-S106,S106,,,2020-12-01,local-authority-eng:NEA,18/01898/OUTM,2020-01-30,/developer-agreement/local-authority-eng/NEA/18-01898-OUTM-S106
18/02153/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/02153/FUL,2019-07-03,/developer-agreement/local-authority-eng/NEA/18-02153-FUL-ag
18/02304/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,18/02304/FUL,2019-05-31,/developer-agreement/local-authority-eng/NEA/18-02304-FUL-ag
19/00490/FUL-ag,CIL,,,2020-11-26,local-authority-eng:NEA,19/00490/FUL,2020-01-03,/developer-agreement/local-authority-eng/NEA/19-00490-FUL-ag
19/00585/FULM-S106,S106,,,2020-12-01,local-authority-eng:NEA,19/00585/FULM,2019-06-20,/developer-agreement/local-authority-eng/NEA/19-00585-FULM-S106
19/01615/RMA-ag,CIL,,,2020-11-26,local-authority-eng:NEA,19/01615/RMA,2020-03-13,/developer-agreement/local-authority-eng/NEA/19-01615-RMA-ag
06/15/0441/O-6.46,S106,http://myplanning.great-yarmouth.gov.uk/Planning/lg/GFPlanningDocuments.page,,2020-05-07,local-authority-eng:NFK,06/15/0441/O,2020-02-25,/developer-agreement/local-authority-eng/NFK/06-15-0441-O-6-46
06/18/0149/O-6.96a,S106,https://portal.great-yarmouth.gov.uk/planning/search-applications#VIEW?RefType=PLANNINGCASE&KeyText=06/18/0149/O,,2020-10-01,local-authority-eng:NFK,06/18/0149/O,2019-10-08,/developer-agreement/local-authority-eng/NFK/06-18-0149-O-6-96a
16/02231/OM-2.199,S106,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OJ7GWUIV07800,,2020-10-01,local-authority-eng:NFK,16/02231/OM,2020-01-16,/developer-agreement/local-authority-eng/NFK/16-02231-OM-2-199
3PL/2015/0917/O3.147,S106,http://planning.breckland.gov.uk/OcellaWeb/viewDocument?file=dv_pl_files%5C3PL_2015_0917_O%5Cswaffham+norwich+road+-+completed+Deed+Redacted+version.pdf&module=pl,,2020-05-07,local-authority-eng:NFK,3PL/2015/0917/O,2020-01-30,/developer-agreement/local-authority-eng/NFK/3PL-2015-0917-O3-147
3PL/2017/0996/O-3.76,S106,http://planning.breckland.gov.uk/OcellaWeb/viewDocument?file=dv_pl_files%5C3PL_2017_0996_O%5C3PL_2017_0996_O-S106PUBLIC.pdf&module=pl,,2020-05-07,local-authority-eng:NFK,3PL/2017/0996/O,2020-03-27,/developer-agreement/local-authority-eng/NFK/3PL-2017-0996-O-3-76
3PL/2017/1354/F-3.186,S106,http://planning.breckland.gov.uk/OcellaWeb/viewDocument?file=dv_pl_files%5C3PL_2017_1354_F%5C3PL_2017_1354_F-S106PUBLIC.pdf&module=pl,,2020-05-07,local-authority-eng:NFK,3PL/2017/1354/F,2019-09-12,/developer-agreement/local-authority-eng/NFK/3PL-2017-1354-F-3-186
3PL/2017/1487/O-3.199,S106,http://planning.breckland.gov.uk/OcellaWeb/showDocuments?reference=3PL/2017/1487/O&module=pl,,2020-05-07,local-authority-eng:NFK,3PL/2017/1487/O,2019-08-29,/developer-agreement/local-authority-eng/NFK/3PL-2017-1487-O-3-199
3PL/2017/1574/O-3.204,S106,http://planning.breckland.gov.uk/OcellaWeb/viewDocument?file=dv_pl_files%5C3PL_2017_1574_O%5C3PL_2017_1574_O-S106PUBLIC.pdf&module=pl,,2020-05-07,local-authority-eng:NFK,3PL/2017/1574/O,2019-09-10,/developer-agreement/local-authority-eng/NFK/3PL-2017-1574-O-3-204
3PL/2018/0852/F-3.211,S106,http://planning.breckland.gov.uk/OcellaWeb/showDocuments?reference=3PL/2018/0852/F&module=pl,,2020-10-01,local-authority-eng:NFK,3PL/2018/0852/F,2019-06-26,/developer-agreement/local-authority-eng/NFK/3PL-2018-0852-F-3-211
3PL/2018/0952/O-3.143,S106,http://planning.breckland.gov.uk/OcellaWeb/showDocuments?reference=3PL/2018/0952/O&module=pl,,2020-10-01,local-authority-eng:NFK,3PL/2018/0952/O,2019-12-10,/developer-agreement/local-authority-eng/NFK/3PL-2018-0952-O-3-143
3PL/2018/1102/O-3.220,S106,http://planning.breckland.gov.uk/OcellaWeb/showDocuments?reference=3PL/2018/1102/O&module=pl,,2020-05-07,local-authority-eng:NFK,3PL/2018/1102/O,2019-07-09,/developer-agreement/local-authority-eng/NFK/3PL-2018-1102-O-3-220
3PL/2019/1056/O-231,S106,http://planning.breckland.gov.uk/OcellaWeb/showDocuments?reference=3PL/2019/1056/O&module=pl,,2020-10-01,local-authority-eng:NFK,3PL/2019/1056/O,2020-05-21,/developer-agreement/local-authority-eng/NFK/3PL-2019-1056-O-231
9/2/17/1106,S106,https://online.west-norfolk.gov.uk/online-applications/files/383CFF5E0D51F55ADB082A17C52ABBF6/pdf/17_01106_OM-S106_AGREEMENT-4426279.pdf,,2020-08-18,local-authority-eng:NFK,17/01106/OM,2019-04-01,/developer-agreement/local-authority-eng/NFK/9-2-17-1106
9/2/17/1151,S106,https://online.west-norfolk.gov.uk/online-applications/files/1BAB945FD0F50460734E933118D07512/pdf/17_01151_OM-S106_AGREEMENT_DATED_12_04_2019_-_PART_1-4466346.pdfhttps://online.west-norfolk.gov.uk/online-applications/files/C354C233D8222B995D27118C6709BBEE/pdf/17_01151_OM-S106_AGREEMENT_DATED_12_04_2019_-_PART_2-4466353.pdf,,2020-08-18,local-authority-eng:NFK,17/01151/OM,2019-04-12,/developer-agreement/local-authority-eng/NFK/9-2-17-1151
9/3/18/1021,S106,http://planning.breckland.gov.uk/OcellaWeb/showDocuments?reference=3PL/2018/1021/F&module=pl,,2020-10-01,local-authority-eng:NFK,3PL/2018/1021/F,2019-06-26,/developer-agreement/local-authority-eng/NFK/9-3-18-1021
