amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
29002,open-space-and-leisure,78000/07-da,78000/07-dc1,,2020-03-31,local-authority-eng:BOL,2008-07-11,,/developer-agreement-contribution/local-authority-eng/BOL/78000-07-dc1
4599.15,other,78000/07-da,78000/07-dc2,,2020-03-31,local-authority-eng:BOL,2008-07-11,,/developer-agreement-contribution/local-authority-eng/BOL/78000-07-dc2
23045.55,open-space-and-leisure,78010/07-da,78010/07-dc1,,2020-03-31,local-authority-eng:BOL,2010-09-22,,/developer-agreement-contribution/local-authority-eng/BOL/78010-07-dc1
17936.47,highways,78010/07-da,78010/07-dc2,,2020-03-31,local-authority-eng:BOL,2010-09-22,,/developer-agreement-contribution/local-authority-eng/BOL/78010-07-dc2
2500,open-space-and-leisure,78526/07-da,78526/07-dc1,,2020-03-31,local-authority-eng:BOL,2007-12-31,,/developer-agreement-contribution/local-authority-eng/BOL/78526-07-dc1
2470,highways,79100/07-da,79100/07-dc1,,2020-03-31,local-authority-eng:BOL,2008-02-27,,/developer-agreement-contribution/local-authority-eng/BOL/79100-07-dc1
1028.47,open-space-and-leisure,79414/08-da,79414/08-dc1,,2020-03-31,local-authority-eng:BOL,2009-04-06,,/developer-agreement-contribution/local-authority-eng/BOL/79414-08-dc1
841.65,open-space-and-leisure,79867/08-da,79867/08-dc1,,2020-03-31,local-authority-eng:BOL,2008-05-30,,/developer-agreement-contribution/local-authority-eng/BOL/79867-08-dc1
6914.21,open-space-and-leisure,84637/10-da,84637/10-dc1,,2020-03-31,local-authority-eng:BOL,2011-01-06,,/developer-agreement-contribution/local-authority-eng/BOL/84637-10-dc1
6914.21,open-space-and-leisure,84637/10-da,84637/10-dc2,,2020-03-31,local-authority-eng:BOL,2011-01-06,,/developer-agreement-contribution/local-authority-eng/BOL/84637-10-dc2
117382.27,affordable-housing,84637/10-da,84637/10-dc3,,2020-03-31,local-authority-eng:BOL,2011-01-06,,/developer-agreement-contribution/local-authority-eng/BOL/84637-10-dc3
24250,highways,86445/11-da,86445/11-dc1,,2020-03-31,local-authority-eng:BOL,2011-12-20,,/developer-agreement-contribution/local-authority-eng/BOL/86445-11-dc1
19304.01,affordable-housing,87062/11-da,87062/11-dc1,,2020-03-31,local-authority-eng:BOL,2012-05-14,,/developer-agreement-contribution/local-authority-eng/BOL/87062-11-dc1
18051.37,highways,88121/12-da,88121/12-dc1,,2020-03-31,local-authority-eng:BOL,2010-12-31,,/developer-agreement-contribution/local-authority-eng/BOL/88121-12-dc1
361381.1,transport-and-travel,90539/13-da,90539/13-dc1,,2020-03-31,local-authority-eng:BOL,2014-04-17,,/developer-agreement-contribution/local-authority-eng/BOL/90539-13-dc1
2286.9,highways,91081/13-da,91081/13-dc1,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc1
6930,highways,91081/13-da,91081/13-dc2,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc2
63654.18,highways,91081/13-da,91081/13-dc3,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc3
16041.32,health,91081/13-da,91081/13-dc4,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc4
76280.79,education,91081/13-da,91081/13-dc5,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc5
21913.6,highways,91959/14-da,91959/14-dc1,,2020-03-31,local-authority-eng:BOL,2014-08-13,,/developer-agreement-contribution/local-authority-eng/BOL/91959-14-dc1
53045.26,highways,92078/14-da,92078/14-dc1,,2020-03-31,local-authority-eng:BOL,2014-11-13,,/developer-agreement-contribution/local-authority-eng/BOL/92078-14-dc1
23266.93,affordable-housing,93070/14-da,93070/14-dc1,,2020-03-31,local-authority-eng:BOL,2015-03-10,,/developer-agreement-contribution/local-authority-eng/BOL/93070-14-dc1
14588.16,open-space-and-leisure,93610/15-da,93610/15-dc1,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/93610-15-dc1
35489.21,education,93610/15-da,93610/15-dc2,,2020-03-31,local-authority-eng:BOL,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/93610-15-dc2
24745,open-space-and-leisure,93831/15-da,93831/15-dc1,,2020-03-31,local-authority-eng:BOL,2015-09-18,,/developer-agreement-contribution/local-authority-eng/BOL/93831-15-dc1
40997.92,affordable-housing,94158/15-da,94158/15-dc1,,2020-03-31,local-authority-eng:BOL,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc1
3034.84,open-space-and-leisure,94158/15-da,94158/15-dc2,,2020-03-31,local-authority-eng:BOL,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc2
241.43,health,94158/15-da,94158/15-dc3,,2020-03-31,local-authority-eng:BOL,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc3
1349.72,education,94158/15-da,94158/15-dc4,,2020-03-31,local-authority-eng:BOL,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc4
215549.48,education,94656/15-da,94656/15-dc1,,2020-03-31,local-authority-eng:BOL,2016-10-25,,/developer-agreement-contribution/local-authority-eng/BOL/94656-15-dc1
9400,open-space-and-leisure,95151/15-da,95151/15-dc1,,2020-03-31,local-authority-eng:BOL,2016-06-15,,/developer-agreement-contribution/local-authority-eng/BOL/95151-15-dc1
5000,open-space-and-leisure,95486/15-da,95486/15-dc1,,2020-03-31,local-authority-eng:BOL,2016-02-29,,/developer-agreement-contribution/local-authority-eng/BOL/95486-15-dc1
4950,open-space-and-leisure,96178/16-da,96178/16-dc1,,2020-03-31,local-authority-eng:BOL,2016-09-15,,/developer-agreement-contribution/local-authority-eng/BOL/96178-16-dc1
131676.91,affordable-housing,96218/16-da,96218/16-dc1,,2020-03-31,local-authority-eng:BOL,2015-12-16,,/developer-agreement-contribution/local-authority-eng/BOL/96218-16-dc1
14830.24,education,96218/16-da,96218/16-dc2,,2020-03-31,local-authority-eng:BOL,2015-12-16,,/developer-agreement-contribution/local-authority-eng/BOL/96218-16-dc2
16874.79,open-space-and-leisure,96218/16-da,96218/16-dc3,,2020-03-31,local-authority-eng:BOL,2015-12-16,,/developer-agreement-contribution/local-authority-eng/BOL/96218-16-dc3
24638.44,highways,96670/16-da,96670/16-dc1,,2020-03-31,local-authority-eng:BOL,2015-06-08,,/developer-agreement-contribution/local-authority-eng/BOL/96670-16-dc1
161874.36,education,96907/16-da,96907/16-dc1,,2020-03-31,local-authority-eng:BOL,2018-02-05,,/developer-agreement-contribution/local-authority-eng/BOL/96907-16-dc1
38995.82,open-space-and-leisure,97199/16-da,97199/16-dc1,,2020-03-31,local-authority-eng:BOL,2017-01-12,,/developer-agreement-contribution/local-authority-eng/BOL/97199-16-dc1
13579.93,open-space-and-leisure,97377/16-da,97377/16-dc1,,2020-03-31,local-authority-eng:BOL,2017-07-05,,/developer-agreement-contribution/local-authority-eng/BOL/97377-16-dc1
4303.03,highways,97377/16-da,97377/16-dc2,,2020-03-31,local-authority-eng:BOL,2017-07-05,,/developer-agreement-contribution/local-authority-eng/BOL/97377-16-dc2
125102.9,education,97377/16-da,97377/16-dc3,,2020-03-31,local-authority-eng:BOL,2017-07-05,,/developer-agreement-contribution/local-authority-eng/BOL/97377-16-dc3
19300,open-space-and-leisure,97826/16-da,97826/16-dc1,,2020-03-31,local-authority-eng:BOL,2017-03-13,,/developer-agreement-contribution/local-authority-eng/BOL/97826-16-dc1
,Affordable Housing,B/12/0171 & B/16/0372-da6,B/12/0171 & B/16/0372-da6-AFH,,2020-06-30,local-authority-eng:BOT,2020-03-18,16,/developer-agreement-contribution/local-authority-eng/BOT/B-12-0171---B-16-0372-da6-AFH
,Affordable Housing,B/16/0137-da,B/16/0137-da-AFH,,2019-09-26,local-authority-eng:BOT,2019-12-04,37,/developer-agreement-contribution/local-authority-eng/BOT/B-16-0137-da-AFH
,Affordable Housing,B/16/0372/CD3-da,B/16/0372/CD3-da-AFH,,2019-09-12,local-authority-eng:BOT,2019-09-05,,/developer-agreement-contribution/local-authority-eng/BOT/B-16-0372-CD3-da-AFH
,Affordable Housing,B/16/0372-da,B/16/0372-da-AFH,2020-03-18,2019-07-16,local-authority-eng:BOT,2019-05-21,8,/developer-agreement-contribution/local-authority-eng/BOT/B-16-0372-da-AFH
,Affordable Housing,B/18/0328-da,B/18/0328-da-AFH,,2020-06-23,local-authority-eng:BOT,2020-06-10,4,/developer-agreement-contribution/local-authority-eng/BOT/B-18-0328-da-AFH
,Education,B/18/0328-da,B/18/0328-da-EDU,,2020-06-23,local-authority-eng:BOT,2020-06-10,,/developer-agreement-contribution/local-authority-eng/BOT/B-18-0328-da-EDU
,Affordable Housing,B/18/0435-da,B/18/0435-da-AFH,,2020-03-16,local-authority-eng:BOT,2020-03-10,10,/developer-agreement-contribution/local-authority-eng/BOT/B-18-0435-da-AFH
,Affordable Housing,B/19/0002-da,B/19/0002-da-AFH,,2019-07-25,local-authority-eng:BOT,2019-07-18,18,/developer-agreement-contribution/local-authority-eng/BOT/B-19-0002-da-AFH
,Affordable Housing,B/19/0169-da,B/19/0169-da-AFH,,2020-10-19,local-authority-eng:BOT,2019-09-27,25,/developer-agreement-contribution/local-authority-eng/BOT/B-19-0169-da-AFH
,Affordable Housing,B/19/0288/CD2-da,B/19/0288/CD2-da-AFH,,2020-12-02,local-authority-eng:BOT,2020-02-21,26,/developer-agreement-contribution/local-authority-eng/BOT/B-19-0288-CD2-da-AFH
21947.65,,,affordable-housing,,2020-01-12,local-authority-eng:BRA,2019-08-05,,/developer-agreement-contribution/local-authority-eng/BRA/affordable-housing
319931,,,community-facilities,,2020-01-12,local-authority-eng:BRA,2018-08-10,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
29883.85,,,health,,2020-01-12,local-authority-eng:BRA,2019-11-19,,/developer-agreement-contribution/local-authority-eng/BRA/health
887.07,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2020-01-31,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
15598.71,,,other,,2020-01-12,local-authority-eng:BRA,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/other
30360.83,,,transport-and-travel,,2020-01-12,local-authority-eng:BRA,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/transport-and-travel
,affordable-housing,07/18/1146/F-da,Con_1,,2020-12-16,local-authority-eng:BRX,2020-03-23,60,/developer-agreement-contribution/local-authority-eng/BRX/Con-1
658537.2,highways,07/17/0864/O-da,Con_10,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-10
3209173,education,07/17/0864/O-da,Con_11,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-11
26324.66,other,07/17/0864/O-da,Con_12,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-12
1080000,education,07/17/0864/O-da,Con_13,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-13
2851902,education,07/17/0864/O-da,Con_14,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-14
900000,open-space-and-leisure,07/17/0864/O-da,Con_15,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-15
714895.37,open-space,07/17/0864/O-da,Con_16,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-16
503535.6,transport,07/17/0864/O-da,Con_17,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-17
219512,other,07/17/0864/O-da,Con_18,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-18
64179.18,open-space,07/17/0864/O-da,Con_19,,2020-12-16,local-authority-eng:BRX,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-19
7002,community-facilities,07/18/1146/F-da,Con_2,,2020-12-16,local-authority-eng:BRX,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-2
15000,other,07/19/0164/F-da,Con_20,,2020-12-16,local-authority-eng:BRX,2019-12-03,,/developer-agreement-contribution/local-authority-eng/BRX/Con-20
120000,community-facilities,07/18/1039/F-da,Con_21,,2020-12-16,local-authority-eng:BRX,2020-10-20,,/developer-agreement-contribution/local-authority-eng/BRX/Con-21
,affordable-housing,07/18/1097/O-da,Con_22,,2020-12-16,local-authority-eng:BRX,2019-10-16,32,/developer-agreement-contribution/local-authority-eng/BRX/Con-22
1414000,education,07/18/1097/O-da,Con_23,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-23
50000,health,07/18/1097/O-da,Con_24,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-24
140000,highways,07/18/1097/O-da,Con_25,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-25
12925,community-facilities,07/18/1097/O-da,Con_26,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-26
230000,open-space-and-leisure,07/18/1097/O-da,Con_27,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-27
140000,transport,07/18/1097/O-da,Con_28,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-28
3024,other,07/18/1097/O-da,Con_29,,2020-12-16,local-authority-eng:BRX,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-29
86675,transport,07/18/1146/F-da,Con_3,,2020-12-16,local-authority-eng:BRX,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-3
,affordable-housing,07/18/0756/F-da,Con_30,,2020-12-16,local-authority-eng:BRX,2019-09-27,8,/developer-agreement-contribution/local-authority-eng/BRX/Con-30
1053,community-facilities,07/19/0221/F-da,Con_31,,2020-12-16,local-authority-eng:BRX,2019-08-05,,/developer-agreement-contribution/local-authority-eng/BRX/Con-31
33000,other,07/19/0221/F-da,Con_32,,2020-12-16,local-authority-eng:BRX,2019-08-05,,/developer-agreement-contribution/local-authority-eng/BRX/Con-32
,affordable-housing,07/18/0461/O-da,Con_33,,2020-12-16,local-authority-eng:BRX,2019-07-26,185,/developer-agreement-contribution/local-authority-eng/BRX/Con-33
7750000,education,07/18/0461/O-da,Con_34,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-34
4500000,education,07/18/0461/O-da,Con_35,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-35
750000,green-infrastructure,07/18/0461/O-da,Con_36,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-36
2100000,highways,07/18/0461/O-da,Con_37,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-37
2650000,other,07/18/0461/O-da,Con_38,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-38
250000,transport-and-travel,07/18/0461/O-da,Con_39,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-39
56323,community-facilities,07/18/1146/F-da,Con_4,,2020-12-16,local-authority-eng:BRX,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-4
1512500,transport,07/18/0461/O-da,Con_40,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-40
677000,transport,07/18/0461/O-da,Con_41,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-41
92650,transport,07/18/0461/O-da,Con_42,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-42
100000,highways,07/18/0461/O-da,Con_43,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-43
630000,open-space-and-leisure,07/18/0461/O-da,Con_44,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-44
298697,community-facilities,07/18/0461/O-da,Con_45,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-45
500000,health,07/18/0461/O-da,Con_46,,2020-12-16,local-authority-eng:BRX,2019-07-26,,/developer-agreement-contribution/local-authority-eng/BRX/Con-46
,affordable-housing,07/18/0806/F-da,Con_47,,2020-12-16,local-authority-eng:BRX,2019-07-23,24,/developer-agreement-contribution/local-authority-eng/BRX/Con-47
4875,community-facilities,07/18/0806/F-da,Con_48,,2020-12-16,local-authority-eng:BRX,2019-07-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-48
2628,community-facilities,07/18/0806/F-da,Con_49,,2020-12-16,local-authority-eng:BRX,2019-07-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-49
,affordable-housing,07/19/0179/F-da,Con_5,,2020-12-16,local-authority-eng:BRX,2020-01-27,23,/developer-agreement-contribution/local-authority-eng/BRX/Con-5
222,other,07/18/0806/F-da,Con_50,,2020-12-16,local-authority-eng:BRX,2019-07-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-50
48300,transport,07/18/0363/F-da,Con_51,,2020-12-16,local-authority-eng:BRX,2019-07-09,,/developer-agreement-contribution/local-authority-eng/BRX/Con-51
291000,community-facilities,07/18/0363/F-da,Con_52,,2020-12-16,local-authority-eng:BRX,2019-07-09,,/developer-agreement-contribution/local-authority-eng/BRX/Con-52
1980000,affordable-housing,07/18/0363/F-da,Con_53,,2020-12-16,local-authority-eng:BRX,2019-07-09,,/developer-agreement-contribution/local-authority-eng/BRX/Con-53
,affordable-housing,07/18/0802/F-da,Con_54,,2020-12-16,local-authority-eng:BRX,2019-05-21,30,/developer-agreement-contribution/local-authority-eng/BRX/Con-54
2542,other,07/18/0802/F-da,Con_55,,2020-12-16,local-authority-eng:BRX,2019-05-21,,/developer-agreement-contribution/local-authority-eng/BRX/Con-55
34200,transport,07/18/0451/F-da,Con_56,,2020-12-16,local-authority-eng:BRX,2019-05-20,,/developer-agreement-contribution/local-authority-eng/BRX/Con-56
,affordable-housing,07/17/1044/F-da,Con_57,,2020-12-16,local-authority-eng:BRX,2019-04-04,39,/developer-agreement-contribution/local-authority-eng/BRX/Con-57
140466,community-facilities,07/18/0985/F-da,Con_58,,2020-12-16,local-authority-eng:BRX,2019-04-01,,/developer-agreement-contribution/local-authority-eng/BRX/Con-58
